log_id,treatment_date,cost,garage_name,repair_description,worker_id,license_plate
2007765,2023-12-14,3701,Hubbard Burke and Smith Garage,Massive Data,10206,96-763-86
2007766,2024-12-17,4976,Shields-Lewis Garage,Massive Data,10069,24-612-316
2007767,2024-07-03,1225,Clay Houston and Smith Garage,Massive Data,10509,11-525-200
2007768,2025-02-02,4653,White Bates and Thompson Garage,Massive Data,10493,47-706-273
2007769,2023-10-06,987,Clark Ltd Garage,Massive Data,10192,72-224-105
2007770,2025-01-12,858,Wheeler-Smith Garage,Massive Data,10496,54-579-135
2007771,2024-01-09,1233,Mcintyre PLC Garage,Massive Data,10171,96-820-285
2007772,2025-04-17,3534,Ayers-Brown Garage,Massive Data,10072,17-510-323
2007773,2025-06-04,254,Wilson PLC Garage,Massive Data,10430,16-347-380
2007774,2024-08-22,4199,Riley-Edwards Garage,Massive Data,10476,78-433-72
2007775,2025-06-10,1305,Rodriguez Ross and Smith Garage,Massive Data,10337,76-852-94
2007776,2024-02-22,4739,Anderson Stephens and Potter Garage,Massive Data,10207,80-415-498
2007777,2025-03-21,331,Warren-Chaney Garage,Massive Data,10376,22-896-234
2007778,2023-04-23,2129,Flynn-Schroeder Garage,Massive Data,10255,94-634-06
2007779,2024-11-13,4762,Smith Ltd Garage,Massive Data,10470,58-816-258
2007780,2024-07-07,4474,Johnson LLC Garage,Massive Data,10371,92-198-435
2007781,2025-09-30,4340,Williams Group Garage,Massive Data,10034,32-979-386
2007782,2023-07-20,1875,Shepard Murphy and Patterson Garage,Massive Data,10400,22-959-46
2007783,2024-12-12,3680,White PLC Garage,Massive Data,10334,16-928-36
2007784,2026-01-31,3154,Kennedy-Johnson Garage,Massive Data,10343,59-568-477
2007785,2023-04-26,1525,Campbell-Garcia Garage,Massive Data,10142,75-538-90
2007786,2024-08-15,1759,Vega-Sanders Garage,Massive Data,10025,73-892-249
2007787,2024-08-08,4916,Johnson-Adams Garage,Massive Data,10474,63-650-20
2007788,2025-05-06,1368,Jackson Keith and Rodriguez Garage,Massive Data,10237,44-413-432
2007789,2024-01-26,1552,Bradford LLC Garage,Massive Data,10299,58-816-258
2007790,2025-03-18,3186,Prince-Ferrell Garage,Massive Data,10085,95-132-433
2007791,2024-10-07,2930,Duncan Butler and Watkins Garage,Massive Data,10068,47-392-78
2007792,2023-12-19,3571,Dean Christensen and Clay Garage,Massive Data,10384,59-371-176
2007793,2023-05-12,1110,Flores Ellison and Jones Garage,Massive Data,10005,22-792-231
2007794,2023-12-24,706,Ortiz Phillips and Miller Garage,Massive Data,10357,93-426-361
2007795,2026-01-03,4508,Adams-Kline Garage,Massive Data,10454,68-229-362
2007796,2025-09-24,2225,Howell-Thompson Garage,Massive Data,10033,78-768-123
2007797,2024-09-09,3331,Carter Bird and Mccann Garage,Massive Data,10265,34-476-169
2007798,2024-02-07,683,Thompson PLC Garage,Massive Data,10226,51-886-456
2007799,2023-11-15,1339,Delgado-Chavez Garage,Massive Data,10120,67-458-177
2007800,2025-12-25,2498,Cruz-Richardson Garage,Massive Data,10038,21-871-118
2007801,2024-01-19,2558,Carter-Duran Garage,Massive Data,10075,17-510-323
2007802,2025-07-02,908,Moreno-Miller Garage,Massive Data,10005,16-201-133
2007803,2025-04-13,3555,Nelson Ltd Garage,Massive Data,10490,97-496-465
2007804,2024-04-25,2278,Garcia-Wallace Garage,Massive Data,10372,32-979-386
2007805,2024-08-06,640,Mccoy Smith and Gilbert Garage,Massive Data,10298,68-409-214
2007806,2024-05-19,2203,Wyatt PLC Garage,Massive Data,10480,91-744-22
2007807,2025-09-14,3368,Graves-Soto Garage,Massive Data,10404,18-476-12
2007808,2025-09-05,2436,Good-Baldwin Garage,Massive Data,10285,48-818-428
2007809,2023-08-11,3575,Fuller Ltd Garage,Massive Data,10382,91-525-417
2007810,2023-05-12,3622,Lewis Howe and Alvarado Garage,Massive Data,10111,73-830-271
2007811,2024-07-04,1123,Lewis Maldonado and Charles Garage,Massive Data,10295,85-224-252
2007812,2024-05-02,1813,Banks LLC Garage,Massive Data,10079,24-540-178
2007813,2026-02-21,2078,Martinez-Weaver Garage,Massive Data,10371,21-192-27
2007814,2024-02-07,472,Lowery Group Garage,Massive Data,10485,80-232-191
2007815,2025-02-08,861,Carter Shannon and Burke Garage,Massive Data,10201,19-423-420
2007816,2023-04-11,3159,English Ltd Garage,Massive Data,10292,72-224-105
2007817,2023-07-25,4517,Baker-Anderson Garage,Massive Data,10283,70-983-117
2007818,2023-09-30,2336,Hoffman Ltd Garage,Massive Data,10471,72-300-399
2007819,2023-06-29,2262,Olsen Solis and Underwood Garage,Massive Data,10136,91-525-417
2007820,2025-03-21,752,Brown Blevins and Cruz Garage,Massive Data,10000,45-607-97
2007821,2025-10-25,4634,Lambert PLC Garage,Massive Data,10411,71-150-375
2007822,2025-09-23,4971,Martin Miller and Mitchell Garage,Massive Data,10226,98-556-262
2007823,2024-01-15,1022,Jones-Wilson Garage,Massive Data,10482,60-386-256
2007824,2024-03-29,2131,Riley Rodriguez and Shannon Garage,Massive Data,10159,47-706-273
2007825,2023-05-16,1203,Reed Gutierrez and Wilson Garage,Massive Data,10106,55-543-499
2007826,2025-10-12,4283,Miller-Ellis Garage,Massive Data,10326,62-140-83
2007827,2024-01-12,465,Sweeney White and Hess Garage,Massive Data,10015,98-480-140
2007828,2024-04-28,2134,Charles-Howard Garage,Massive Data,10123,93-426-361
2007829,2024-12-19,4278,Evans LLC Garage,Massive Data,10218,35-872-71
2007830,2025-01-28,3697,Smith Jones and Thompson Garage,Massive Data,10047,50-441-96
2007831,2023-06-26,2108,Johnson Morris and Tyler Garage,Massive Data,10011,22-896-234
2007832,2025-10-03,220,Mathis Davila and Pearson Garage,Massive Data,10252,60-136-34
2007833,2025-11-25,2969,Ward Randall and Glass Garage,Massive Data,10001,37-926-264
2007834,2025-01-05,4903,Taylor Hodges and Maldonado Garage,Massive Data,10149,11-525-200
2007835,2024-09-08,4632,Hall-Hubbard Garage,Massive Data,10261,93-260-400
2007836,2025-05-06,3655,Lyons Mcgrath and York Garage,Massive Data,10326,61-549-141
2007837,2024-04-05,4100,Murray-Jones Garage,Massive Data,10117,25-474-23
2007838,2024-10-06,1398,Johnson Gonzales and Allen Garage,Massive Data,10183,24-884-17
2007839,2025-12-25,4232,Schmidt Ware and Green Garage,Massive Data,10048,98-278-255
2007840,2024-06-17,3440,Bowman Brown and Taylor Garage,Massive Data,10365,94-941-322
2007841,2025-02-03,2431,Lester-Spencer Garage,Massive Data,10053,79-394-448
2007842,2023-05-22,1215,Riley White and Barker Garage,Massive Data,10274,10-391-314
2007843,2024-10-07,3930,Newton-Richardson Garage,Massive Data,10422,20-197-272
2007844,2024-07-25,2898,Garza Hampton and Gibson Garage,Massive Data,10127,90-489-291
2007845,2023-08-18,4572,Mcgee Group Garage,Massive Data,10043,56-245-181
2007846,2023-09-10,3424,Johnson Mason and Lee Garage,Massive Data,10204,10-376-289
2007847,2025-07-15,2823,Gray and Sons Garage,Massive Data,10016,20-197-272
2007848,2023-10-23,4125,Martinez Inc Garage,Massive Data,10131,50-112-134
2007849,2026-01-23,2853,Jones Cook and Jackson Garage,Massive Data,10249,15-477-416
2007850,2024-01-24,1098,Cole Ltd Garage,Massive Data,10393,73-268-373
2007851,2024-12-01,2361,Kramer and Sons Garage,Massive Data,10509,46-463-244
2007852,2024-01-14,3978,Lee-Cordova Garage,Massive Data,10361,78-433-72
2007853,2024-12-24,4314,Kelly Group Garage,Massive Data,10461,34-852-339
2007854,2024-08-11,2831,Whitehead-Bradford Garage,Massive Data,10019,23-538-238
2007855,2025-02-18,2064,Fletcher-Roy Garage,Massive Data,10265,30-587-303
2007856,2025-07-08,3483,Wiggins-Orr Garage,Massive Data,10241,74-468-11
2007857,2025-05-28,3532,Mooney Group Garage,Massive Data,10057,39-657-75
2007858,2023-08-30,2591,Nguyen-Brown Garage,Massive Data,10395,51-886-456
2007859,2023-08-25,1175,Scott-Lewis Garage,Massive Data,10218,39-584-44
2007860,2025-10-17,4792,Jordan Inc Garage,Massive Data,10218,41-701-149
2007861,2025-03-29,4508,Brown-Meyer Garage,Massive Data,10156,16-515-28
2007862,2025-03-02,2724,Ward Thomas and Holt Garage,Massive Data,10341,28-180-451
2007863,2024-12-27,3398,Smith LLC Garage,Massive Data,10251,12-849-337
2007864,2025-04-29,3161,Martinez-Andersen Garage,Massive Data,10151,54-579-135
2007865,2025-12-17,3366,Watts-Martinez Garage,Massive Data,10251,80-232-191
2007866,2023-05-15,1206,Hopkins Herrera and Garcia Garage,Massive Data,10231,79-364-108
2007867,2023-12-20,1388,Burns Group Garage,Massive Data,10085,73-585-162
2007868,2026-02-19,955,Gomez-Whitney Garage,Massive Data,10114,38-629-115
2007869,2025-06-27,4936,Burke-Walker Garage,Massive Data,10232,76-852-94
2007870,2023-03-29,1933,Coleman-Camacho Garage,Massive Data,10012,68-229-362
2007871,2023-07-02,4627,Miller Olson and Moore Garage,Massive Data,10176,40-873-87
2007872,2025-06-17,929,Simmons-Collins Garage,Massive Data,10101,93-176-215
2007873,2024-02-05,2486,Gomez-Mathis Garage,Massive Data,10203,77-658-490
2007874,2025-09-29,640,Ortiz-Rodriguez Garage,Massive Data,10054,74-468-11
2007875,2023-06-07,1410,Sherman Vasquez and Larson Garage,Massive Data,10155,16-684-431
2007876,2023-09-05,3578,Maxwell and Sons Garage,Massive Data,10134,39-366-199
2007877,2025-04-30,2815,Kidd Inc Garage,Massive Data,10051,35-599-232
2007878,2023-12-06,3487,Reynolds Smith and Diaz Garage,Massive Data,10122,79-394-448
2007879,2023-12-29,2347,Trevino-Mcguire Garage,Massive Data,10146,79-514-382
2007880,2026-01-20,4838,Ayers Gutierrez and Page Garage,Massive Data,10375,59-562-129
2007881,2023-05-14,4988,Watts Brooks and Price Garage,Massive Data,10163,80-372-441
2007882,2024-04-06,1503,Scott LLC Garage,Massive Data,10464,99-296-426
2007883,2025-02-12,2303,Shelton and Sons Garage,Massive Data,10396,68-198-236
2007884,2024-02-18,2029,Cox-Bowers Garage,Massive Data,10437,63-561-227
2007885,2024-02-28,165,Davis Lewis and Wright Garage,Massive Data,10264,36-529-472
2007886,2025-06-16,3876,Nelson PLC Garage,Massive Data,10187,84-359-168
2007887,2023-07-24,4373,Blake Ross and Chambers Garage,Massive Data,10051,88-496-196
2007888,2025-09-11,4661,Mitchell Ltd Garage,Massive Data,10217,98-696-193
2007889,2026-03-14,1284,Ayers Meyers and Collins Garage,Massive Data,10045,24-709-333
2007890,2023-09-11,1144,Edwards Baker and Jones Garage,Massive Data,10352,54-579-135
2007891,2024-05-29,3098,Barajas-Anthony Garage,Massive Data,10499,79-514-382
2007892,2023-03-19,616,Conley-Lewis Garage,Massive Data,10327,19-935-442
2007893,2023-07-09,2264,Williams-Wright Garage,Massive Data,10459,40-939-163
2007894,2023-11-01,2028,Snow LLC Garage,Massive Data,10188,46-909-500
2007895,2025-02-11,2594,Wright Lopez and Evans Garage,Massive Data,10422,26-521-165
2007896,2025-05-09,2955,Pollard Garcia and Frazier Garage,Massive Data,10127,22-896-234
2007897,2026-01-02,4721,Miller-Hernandez Garage,Massive Data,10380,65-662-275
2007898,2023-10-12,3494,Jones Inc Garage,Massive Data,10289,61-554-484
2007899,2026-01-20,4042,Steele PLC Garage,Massive Data,10458,41-979-109
2007900,2026-01-27,4254,Harris LLC Garage,Massive Data,10331,57-247-41
2007901,2023-12-18,2740,Craig Johnson and Flowers Garage,Massive Data,10371,15-439-31
2007902,2025-06-10,1474,West Inc Garage,Massive Data,10420,37-926-264
2007903,2024-12-08,4605,Hurley-Williamson Garage,Massive Data,10144,75-134-167
2007904,2026-02-01,1360,Russell Group Garage,Massive Data,10193,48-169-10
2007905,2025-07-01,4561,Robles Inc Garage,Massive Data,10101,18-415-55
2007906,2024-06-14,4641,Greene-Humphrey Garage,Massive Data,10281,98-827-152
2007907,2025-09-21,2459,Mckay Pruitt and Chavez Garage,Massive Data,10007,96-399-509
2007908,2023-03-23,2384,Schaefer Young and Lawson Garage,Massive Data,10131,43-651-356
2007909,2025-10-06,1914,Smith Ltd Garage,Massive Data,10398,28-506-209
2007910,2025-07-15,1663,Long-Wade Garage,Massive Data,10494,18-621-143
2007911,2025-07-23,3435,Webb Davis and Perez Garage,Massive Data,10007,39-392-422
2007912,2024-03-09,4908,Powell-Gomez Garage,Massive Data,10027,81-170-98
2007913,2023-05-20,1313,Brown-Hoffman Garage,Massive Data,10039,91-520-298
2007914,2024-12-20,3977,Hernandez Ltd Garage,Massive Data,10275,14-542-265
2007915,2023-06-10,3693,Mora Hart and Rice Garage,Massive Data,10325,86-505-02
2007916,2025-09-09,3614,Murray PLC Garage,Massive Data,10360,87-316-270
2007917,2026-02-02,4605,Griffin-Shelton Garage,Massive Data,10036,50-112-134
2007918,2026-01-10,1794,Monroe Patterson and Foster Garage,Massive Data,10252,45-996-402
2007919,2024-06-25,496,Arias-Burgess Garage,Massive Data,10391,82-947-211
2007920,2024-05-11,3428,Becker Inc Garage,Massive Data,10305,91-228-290
2007921,2024-09-13,1506,Stewart-Brown Garage,Massive Data,10196,39-657-75
2007922,2025-02-10,3078,Robinson LLC Garage,Massive Data,10451,87-577-502
2007923,2025-02-25,3380,Wilson-Simpson Garage,Massive Data,10504,15-979-412
2007924,2023-10-25,1592,Richardson Group Garage,Massive Data,10054,71-921-299
2007925,2024-09-25,2709,Reyes PLC Garage,Massive Data,10140,97-496-465
2007926,2023-09-23,2224,Smith LLC Garage,Massive Data,10471,76-806-204
2007927,2023-10-08,3379,Bradford Richardson and Jones Garage,Massive Data,10024,47-701-482
2007928,2025-05-28,2947,Nunez Phillips and Garrison Garage,Massive Data,10265,95-132-433
2007929,2024-12-23,2809,Santos-Reeves Garage,Massive Data,10410,91-830-354
2007930,2024-12-14,4854,Chaney-Herrera Garage,Massive Data,10219,99-379-494
2007931,2023-03-24,4852,Guzman and Sons Garage,Massive Data,10294,44-802-60
2007932,2024-08-23,2355,Davis PLC Garage,Massive Data,10219,92-198-435
2007933,2024-02-28,2514,Meyer Brown and Green Garage,Massive Data,10268,20-197-272
2007934,2025-10-11,1013,Edwards Gomez and Payne Garage,Massive Data,10482,85-404-292
2007935,2024-06-07,1704,Rice Nichols and Hamilton Garage,Massive Data,10191,96-399-509
2007936,2025-08-28,3748,Lambert LLC Garage,Massive Data,10169,70-433-462
2007937,2024-01-20,1965,Lewis Smith and Brown Garage,Massive Data,10405,52-497-409
2007938,2025-10-12,3581,Anderson-Phillips Garage,Massive Data,10040,31-773-106
2007939,2025-09-30,4739,Case Aguirre and Cox Garage,Massive Data,10394,73-726-242
2007940,2025-07-03,193,Hill Group Garage,Massive Data,10302,91-567-138
2007941,2025-12-19,995,Brown Jones and Todd Garage,Massive Data,10422,19-787-84
2007942,2025-04-08,4786,Jones Ltd Garage,Massive Data,10087,27-312-284
2007943,2024-11-16,1959,Parker Mendez and Gonzalez Garage,Massive Data,10182,19-849-501
2007944,2024-06-06,4372,Garcia PLC Garage,Massive Data,10077,47-234-415
2007945,2025-10-19,982,Allen Walker and Mcfarland Garage,Massive Data,10029,97-796-225
2007946,2024-09-29,708,Williamson-Scott Garage,Massive Data,10044,19-862-253
2007947,2023-07-05,4796,Taylor-Ferguson Garage,Massive Data,10412,75-497-320
2007948,2025-09-23,773,Jimenez Ltd Garage,Massive Data,10113,64-969-310
2007949,2024-01-21,1571,Rivera-Tucker Garage,Massive Data,10178,85-224-252
2007950,2025-07-18,4419,Garrett-Dunn Garage,Massive Data,10356,44-458-164
2007951,2023-06-21,2494,Jordan-Johnson Garage,Massive Data,10201,76-838-458
2007952,2025-03-28,2924,Harrison PLC Garage,Massive Data,10060,60-813-347
2007953,2025-07-09,984,Lee Beard and Williams Garage,Massive Data,10063,72-224-105
2007954,2023-08-05,2870,Smith Group Garage,Massive Data,10150,94-941-322
2007955,2023-06-22,3649,White-Avery Garage,Massive Data,10336,85-404-292
2007956,2023-07-13,720,Smith Lamb and Smith Garage,Massive Data,10020,42-584-276
2007957,2024-11-04,4522,Oneal PLC Garage,Massive Data,10185,74-207-463
2007958,2024-12-13,1233,White LLC Garage,Massive Data,10187,46-570-33
2007959,2025-04-29,4705,Lowe Group Garage,Massive Data,10475,72-345-269
2007960,2025-04-02,4909,Wood LLC Garage,Massive Data,10245,48-847-00
2007961,2025-12-18,2690,Haas-Allen Garage,Massive Data,10065,78-620-56
2007962,2023-04-11,2039,Mcdowell PLC Garage,Massive Data,10205,76-919-398
2007963,2023-08-09,3272,Graham-Sanchez Garage,Massive Data,10125,55-714-119
2007964,2024-01-18,2773,Hancock LLC Garage,Massive Data,10445,80-348-408
2007965,2024-06-03,3465,Perez-Rivera Garage,Massive Data,10184,47-471-124
2007966,2026-01-12,2218,Boyd-Molina Garage,Massive Data,10091,10-391-314
2007967,2024-03-23,3682,Smith Wright and Watson Garage,Massive Data,10096,65-662-275
2007968,2025-10-02,797,Johnson Moon and Jones Garage,Massive Data,10161,15-404-470
2007969,2024-10-21,235,Grant-Perez Garage,Massive Data,10329,68-409-214
2007970,2025-04-28,2594,Chan-Decker Garage,Massive Data,10068,90-205-374
2007971,2024-07-13,3207,Cantu and Sons Garage,Massive Data,10033,82-947-211
2007972,2024-05-31,3084,Harris Group Garage,Massive Data,10038,77-658-490
2007973,2023-04-16,1911,Huynh Bishop and Simmons Garage,Massive Data,10089,62-774-195
2007974,2023-05-13,1266,Richards-Daniels Garage,Massive Data,10057,74-513-368
2007975,2026-03-18,4356,White-Flores Garage,Massive Data,10028,21-871-118
2007976,2025-09-28,2232,Gates Mason and Hart Garage,Massive Data,10160,23-709-486
2007977,2023-07-31,1497,Sanchez Mcdonald and Sutton Garage,Massive Data,10400,30-154-445
2007978,2024-09-06,219,Mack Inc Garage,Massive Data,10444,44-839-304
2007979,2025-03-22,2710,Koch-Nunez Garage,Massive Data,10367,82-186-302
2007980,2025-10-04,318,Andrews Allen and Erickson Garage,Massive Data,10295,69-522-438
2007981,2025-09-27,3056,Sloan-Norman Garage,Massive Data,10101,91-525-417
2007982,2026-02-03,1702,Norton Rosario and Cherry Garage,Massive Data,10262,71-959-88
2007983,2024-05-08,1993,Maynard LLC Garage,Massive Data,10038,64-810-467
2007984,2024-04-25,1959,Kelly Tucker and Edwards Garage,Massive Data,10026,26-971-107
2007985,2025-06-02,2266,Taylor Cooper and Wilson Garage,Massive Data,10347,91-525-417
2007986,2025-07-12,4420,Jackson-Perez Garage,Massive Data,10315,30-611-113
2007987,2024-08-03,2399,Nichols Reynolds and Mendoza Garage,Massive Data,10477,22-792-231
2007988,2025-01-03,317,Hess-Smith Garage,Massive Data,10205,16-684-431
2007989,2025-12-01,3336,Hale-Adams Garage,Massive Data,10295,83-182-250
2007990,2026-01-22,813,Paul Group Garage,Massive Data,10460,86-403-223
2007991,2024-01-01,829,Edwards Ibarra and Guerrero Garage,Massive Data,10065,78-433-72
2007992,2025-02-08,4903,Porter-Johnson Garage,Massive Data,10449,19-935-442
2007993,2025-11-23,3417,Johnson-Knight Garage,Massive Data,10434,36-529-472
2007994,2023-12-23,4792,Pena-Rowe Garage,Massive Data,10164,79-674-186
2007995,2025-07-30,2110,Day Scott and Neal Garage,Massive Data,10155,52-577-239
2007996,2025-10-20,4313,Fletcher-Francis Garage,Massive Data,10390,57-864-293
2007997,2025-05-31,1986,Willis Inc Garage,Massive Data,10041,93-388-245
2007998,2024-05-25,2148,Thomas Collins and Sims Garage,Massive Data,10217,41-490-332
2007999,2024-10-29,4863,Walsh Malone and Moore Garage,Massive Data,10084,33-804-381
2008000,2025-05-29,2157,Rice Cook and Faulkner Garage,Massive Data,10136,24-709-333
2008001,2024-08-21,1542,Simpson Wilson and Johnson Garage,Massive Data,10488,57-824-459
2008002,2023-05-24,1296,Mccall Wells and Vazquez Garage,Massive Data,10466,87-746-449
2008003,2025-08-04,1759,Powell Inc Garage,Massive Data,10357,91-228-290
2008004,2024-03-23,1678,Cruz Reyes and Rollins Garage,Massive Data,10434,96-143-335
2008005,2025-03-17,1381,Potts Lyons and Bauer Garage,Massive Data,10130,56-261-395
2008006,2025-12-29,3831,Beasley-Hopkins Garage,Massive Data,10044,86-528-334
2008007,2023-07-24,4554,Diaz Inc Garage,Massive Data,10459,16-347-380
2008008,2026-03-08,3700,Cortez-Scott Garage,Massive Data,10440,83-503-80
2008009,2026-02-06,3909,Wood and Sons Garage,Massive Data,10326,66-597-174
2008010,2024-05-02,1397,Hernandez Ltd Garage,Massive Data,10329,18-149-268
2008011,2023-08-02,796,Perez Ltd Garage,Massive Data,10293,27-652-372
